Regla(c, k, u, y, c, b, d, u, z, w, a, i, m, i, y, i, h, s, x, t, t, p, b, k, a, f, r, o, n, d, s, c, d, g, n, k, s, l, r, y, t, g, f, d, t, k, l, w, l, j, q, v, y, q, b, n, z, r, a, u, w, q, h, k, f, h, t, d, i, d, t, g, g, s, b, v, h, a, n, u, q, u, x, o, j, y, i, c, p, l, g, l, s, u, c, k, u, b, s, e, a, h, r, i, d, x, d, g, a, v, b, z, e, q, b, i, m, h, s, m, c, b, k, j, g, g, t, c, m, o, x, d, u, b, v, d, v, w, s, g, x, j, v, c, p, w, x, h, i, z, j, e, j, z, o, w, r, a, s, f, v, x, x, q, h, a, a, w, w, e, y, d, w, l, m, z, s, g, e, c, m, k, w, s, x, c, r, p, t, t, n, b, b, l, i, d, n, a, p, w, w, s, g, d, x, e, n, k, n, h, s, s, s, n, j, n, a, t, w, p, m, t, s, x, p, m, d, b, z, z, n, h, i, h, w, t, j, c, n, n, l, m, f, n, k, l, q, p, t, w, v, n, g, r, i, t, i, p, a, m, n, z, w, g, l, f, x, e, x, o, m, d, u, p, c, g, i, t, i, q, b, n, o, m, q, u, e, z, s, i, l, w, s, j, v, z, m, x, f, i)
Regla(l, b, q, o, d, d, q, e, g, k, o, m, j, l, f, c, d, b, j, r, r, c, g, p, b, g, m, r, p, d, g, h, q, i, a, o, p, j, m, f, o, r, f, j, k, n, p, d, g, g, j, o, g, i, l, a, h, n, g, r, o, o, k, b, i, b, q, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, f, c, m, k, c, c, n, f, q, o, d, q, h, h, m, g, f, f, s, g, i, a, c, g, j, t, q, j, c, l, k, i, r, c, j, k, k, q, b, a, b, a, k, a, e, e, h, o, s, l, j, k, o, t, o, g, d, a, l, g, g, a, m, d, p, q, k, o, d, n, h, m, h, e, k, b, f, l, k, c, l, b, q, r, c, j, m, q, b, c, l, f, k, q, q, g, h, b, t, b, d, s, p, f, s, c, f, n, r, b, f, n, b, c, c, q, d, e, q, g, g, i, f, f, j, k, b, c, b, f, a, d, o, h, l, n, k, d, o, g, r, h, f, a, o, p, n, e, f, k, q, b, k, p, p, t, j, n, m, q, q, k, e, o, k, c, q, l, g, m, m, j, f, o, o, s, j, n, m, g, q, s, a, k, n, o, e, n, n, j, l, c, m, n, n, e, p, o, p, m, p, q, k, f, q, c, r, h, b, b, m, s, o, g, p, a, c, o)
Regla(l, b, q, o, d, d, q, e, g, k, o, m, j, l, f, c, d, b, j, r, r, c, g, p, b, g, m, r, p, d, g, h, q, i, a, o, p, j, m, f, o, r, f, j, k, n, p, d, g, g, j, o, g, i, l, a, h, n, g, r, o, o, k, b, i, b, q, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, f, c, m, k, c, c, n, f, q, o, d, q, h, h, m, g, f, f, s, g, i, a, c, g, p, t, q, j, c, l, k, i, r, c, j, k, k, q, b, a, b, a, k, a, e, e, h, o, s, l, j, k, o, t, o, g, d, a, l, g, g, a, m, d, p, q, k, o, d, n, h, m, h, e, k, b, f, l, k, c, l, b, q, r, c, j, m, q, b, c, l, f, k, q, q, g, h, b, t, b, d, s, p, f, s, c, f, n, r, b, f, n, b, c, c, q, d, e, q, g, g, i, f, f, j, k, b, c, b, f, a, d, o, h, l, n, k, d, o, g, r, h, f, a, o, p, n, e, f, k, q, b, k, p, p, t, j, n, m, q, q, k, e, o, k, c, q, l, g, m, m, j, f, o, o, s, j, n, m, g, q, s, a, k, n, o, e, n, n, j, l, c, m, n, n, e, p, o, p, m, p, q, k, f, q, c, r, h, b, b, m, s, o, g, p, a, c, o)
Regla(l, b, q, o, d, d, q, e, g, k, o, m, j, l, g, c, d, b, j, r, r, c, g, p, b, g, m, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, n, p, d, g, g, j, o, g, i, l, a, h, n, g, r, o, o, k, b, i, b, q, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, f, c, m, k, c, c, n, f, q, o, d, q, h, h, m, g, f, f, s, g, i, a, c, g, p, t, q, j, c, l, k, i, r, c, j, k, k, q, b, a, b, a, k, a, e, e, h, o, s, l, j, k, o, t, l, g, d, a, l, g, g, a, m, d, p, q, g, o, d, n, h, m, h, e, k, b, f, l, k, c, h, b, q, r, c, j, g, q, b, c, l, f, k, q, q, g, h, b, t, b, d, s, p, f, s, c, f, c, r, b, f, n, b, c, c, q, d, e, q, g, j, i, f, f, h, k, b, c, b, f, a, d, o, h, l, n, k, d, o, g, r, h, f, a, o, p, n, e, f, k, q, b, k, p, p, t, j, n, m, q, q, k, e, o, k, c, q, l, g, m, m, j, f, o, o, s, j, n, m, g, q, s, a, k, n, o, e, n, n, j, l, c, m, n, n, e, p, o, p, m, p, q, k, f, q, c, b, h, b, b, m, s, o, g, p, a, c, o)
Regla(l, b, q, o, d, d, q, e, g, k, o, m, j, l, g, c, d, b, j, r, r, c, g, p, b, g, m, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, n, p, d, g, g, j, o, l, i, l, a, h, n, g, r, o, o, k, b, i, b, q, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, f, c, m, k, c, c, n, f, q, o, d, b, h, h, m, g, f, f, s, g, i, a, c, g, p, t, q, j, c, l, k, i, r, c, j, k, k, q, b, a, b, a, f, a, f, e, h, o, s, l, j, k, o, t, l, g, d, a, l, g, g, a, m, d, p, q, g, o, d, n, h, m, h, e, k, b, f, l, k, c, h, h, q, r, c, j, g, q, b, c, l, f, k, q, q, g, h, b, t, b, d, s, p, f, s, c, f, c, r, b, f, n, b, c, c, q, d, e, a, g, j, i, f, f, h, k, b, c, b, f, a, d, o, h, l, n, k, d, o, g, r, h, f, a, o, p, n, e, f, k, q, b, k, p, p, t, j, n, m, q, q, k, e, o, k, c, q, l, g, m, m, j, f, o, o, s, j, n, m, g, q, s, a, k, n, o, e, n, n, j, l, c, m, n, n, e, p, o, p, m, p, q, k, f, q, c, b, h, b, b, m, s, o, g, p, a, c, o)
Regla(l, b, q, o, d, d, q, e, g, o, o, m, j, l, g, k, d, b, j, r, r, c, g, p, b, g, m, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, n, p, d, g, g, j, o, l, i, l, a, h, n, g, q, o, o, k, b, i, o, q, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, f, c, m, k, c, c, n, f, q, o, d, b, h, h, m, g, f, f, s, g, i, a, c, g, p, t, q, j, c, l, k, i, r, c, j, k, k, q, b, a, b, a, k, a, f, e, h, o, s, l, j, k, o, t, l, f, d, a, l, g, g, a, m, d, p, q, g, o, d, n, h, m, h, e, k, b, f, l, k, c, h, h, q, r, c, j, g, q, b, c, l, f, k, q, q, g, h, b, t, b, d, s, p, f, s, c, f, c, r, u, f, n, b, c, c, q, d, e, a, g, j, i, f, f, h, k, b, c, b, f, a, d, o, h, l, n, k, d, o, g, r, h, f, a, o, p, n, e, f, k, q, b, k, p, p, n, j, n, m, q, q, k, e, o, a, c, q, l, g, m, m, j, f, o, o, s, j, n, m, g, q, s, a, k, n, o, e, n, n, j, l, c, m, n, n, e, p, o, p, m, p, q, k, f, q, c, b, h, b, b, m, s, o, g, p, a, c, o)
Regla(l, b, q, o, d, d, q, e, g, o, o, m, j, l, g, k, d, b, j, r, r, c, g, p, b, g, i, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, n, p, d, g, o, j, o, l, i, h, a, h, n, g, q, o, o, k, b, i, o, q, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, f, c, m, k, c, c, n, f, q, o, d, b, h, h, m, g, f, f, s, g, i, a, c, g, p, t, q, j, c, l, k, i, r, m, j, k, k, q, b, o, b, a, k, a, f, e, h, o, s, l, j, k, o, t, l, f, s, a, l, g, g, a, m, d, p, q, g, o, d, n, h, m, h, e, k, b, f, l, k, c, h, h, q, r, c, j, g, q, b, c, l, f, k, q, q, g, h, b, t, b, d, s, p, f, s, c, f, c, r, u, f, n, b, c, c, q, d, e, c, g, j, i, f, f, h, k, b, c, b, f, a, d, o, h, l, n, k, d, o, g, r, h, f, a, o, p, n, e, f, k, q, b, k, p, p, n, j, n, m, q, q, k, e, o, a, c, q, l, g, m, m, j, f, o, o, s, j, n, m, g, h, s, a, k, n, o, e, n, n, j, l, c, m, n, p, e, p, o, p, m, p, q, d, f, q, c, b, h, b, b, m, s, o, g, p, a, c, o)
Regla(l, k, q, o, d, d, q, e, h, o, o, m, j, l, g, k, d, b, j, r, r, c, r, p, p, g, i, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, n, k, d, g, o, j, o, l, k, h, a, h, n, g, q, o, o, k, b, i, o, q, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, m, c, m, l, m, c, n, f, q, o, d, b, h, h, m, g, f, f, s, g, i, a, c, g, p, t, q, j, c, l, k, i, r, m, j, k, k, q, b, o, b, a, k, a, f, e, h, o, s, e, j, k, o, t, l, f, s, a, l, g, g, a, m, o, p, q, g, o, d, n, h, m, h, e, k, b, f, l, k, c, h, h, q, r, c, j, g, q, b, c, l, f, k, q, q, g, h, l, t, b, d, s, p, f, r, c, f, c, r, u, f, n, b, c, c, q, d, e, c, g, j, i, f, f, h, k, b, c, b, f, a, d, o, h, l, n, k, d, o, g, r, h, f, a, o, p, n, e, f, k, q, b, k, p, p, n, j, n, m, q, q, k, e, o, a, c, q, l, g, m, m, j, f, o, o, s, j, n, m, g, h, s, a, k, n, o, e, n, n, j, l, c, m, n, p, e, p, o, p, m, p, q, d, f, q, c, b, h, b, b, m, s, o, g, p, a, c, o)
Regla(p, k, q, o, d, d, q, e, h, o, o, m, j, l, g, k, d, b, j, r, r, c, r, g, p, g, i, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, n, k, d, g, o, j, o, l, k, h, a, h, n, g, q, o, o, k, b, i, o, j, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, m, c, m, l, m, c, n, f, q, o, d, b, h, h, m, g, f, f, s, g, g, n, c, g, p, t, q, j, c, l, k, i, r, m, j, k, k, q, b, o, b, a, k, a, f, e, h, o, s, e, j, k, o, t, l, f, s, a, l, g, g, a, m, o, p, q, g, o, d, n, h, m, h, b, k, b, f, l, k, c, h, h, q, r, c, l, g, q, b, c, l, f, k, j, q, g, h, l, t, b, d, s, p, f, r, c, f, c, r, u, f, n, b, c, c, q, d, e, c, g, j, i, f, f, h, k, b, c, b, f, a, d, o, h, l, n, k, i, o, g, r, h, f, a, o, p, n, q, f, k, q, b, k, p, p, n, j, n, m, q, q, k, e, o, a, c, q, l, g, m, m, j, f, o, o, s, j, n, m, g, h, s, a, k, n, o, e, e, n, j, l, c, m, n, p, e, p, o, p, m, p, j, d, f, q, c, g, h, b, b, m, s, o, g, p, a, c, o)
Regla(p, k, q, o, d, d, q, e, h, o, o, m, j, l, g, k, d, b, j, r, r, c, r, g, p, g, i, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, n, k, d, g, o, j, o, l, k, h, a, h, n, g, q, o, g, k, b, i, o, j, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, m, c, m, l, m, c, n, f, q, o, d, b, h, h, m, g, f, f, s, g, g, n, c, g, p, t, q, j, c, l, k, i, r, m, j, k, k, q, b, o, b, a, k, a, f, e, h, o, s, e, j, k, o, t, l, f, s, a, k, g, g, a, m, o, p, q, g, o, d, n, h, m, h, b, k, b, f, l, k, c, h, h, q, r, c, l, g, q, b, c, l, f, n, j, q, g, h, l, t, b, d, s, p, f, r, c, f, c, r, u, f, j, b, c, c, q, d, e, c, g, j, s, f, f, h, k, b, c, b, f, a, d, o, h, l, n, k, i, m, g, r, h, f, f, o, p, n, q, f, k, q, b, k, p, p, n, j, g, m, q, q, k, e, o, a, c, q, l, g, m, m, j, f, o, a, s, j, n, m, g, h, s, a, k, n, o, e, e, n, j, l, c, r, n, p, e, p, o, p, m, p, j, d, f, q, c, g, h, b, b, m, s, o, g, p, a, c, o)
Regla(p, k, q, o, d, d, q, e, h, o, o, m, j, l, g, k, d, a, j, r, r, c, r, g, p, g, i, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, n, k, d, g, o, j, o, l, k, h, a, h, n, g, q, o, g, k, b, i, o, j, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, b, c, m, l, m, c, n, f, q, o, s, b, h, e, m, g, f, f, s, g, g, n, c, g, p, t, q, j, c, l, k, i, r, m, j, k, k, q, b, o, b, a, m, a, f, e, h, o, s, e, j, k, o, t, l, f, s, c, k, g, g, a, m, o, p, q, g, o, d, n, h, m, h, b, k, b, f, l, k, c, h, h, q, r, c, l, g, q, b, c, l, f, n, j, q, g, j, l, t, b, d, s, p, f, r, c, f, c, r, u, f, j, b, c, c, q, d, e, c, g, j, s, f, f, h, k, b, c, b, f, a, d, o, h, l, n, k, i, m, g, r, l, f, f, o, p, n, q, f, k, q, b, a, p, p, n, j, g, m, q, q, k, e, o, a, c, q, l, g, m, m, j, f, o, a, s, j, n, m, g, h, s, a, k, n, o, e, e, n, j, l, c, r, n, p, e, p, o, p, m, p, j, d, f, q, c, g, h, b, b, m, s, o, g, p, a, c, o)
Regla(p, k, q, i, a, d, q, e, h, o, o, c, j, l, g, k, d, a, j, r, r, c, r, g, p, g, i, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, n, k, d, g, o, j, o, l, k, h, a, h, n, g, q, o, g, k, b, i, o, j, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, b, c, m, l, m, c, n, q, q, o, s, b, h, e, m, g, f, f, s, g, g, n, c, g, p, t, q, j, c, l, k, i, r, m, j, m, k, q, b, o, b, a, m, a, f, e, h, o, s, e, j, k, o, t, l, f, s, c, k, g, g, a, m, o, p, g, g, o, d, n, h, m, h, b, k, b, f, h, k, c, h, h, q, r, c, l, g, q, b, c, l, f, n, j, q, g, m, l, t, b, d, s, p, f, r, c, f, c, r, u, f, j, b, c, c, q, d, e, c, g, j, s, f, f, h, k, b, c, b, f, a, d, o, h, l, n, k, i, m, g, r, l, f, f, o, p, n, q, f, k, q, b, a, p, p, n, j, g, m, q, q, k, e, o, a, c, q, l, g, m, m, j, f, o, a, s, j, n, m, h, h, s, a, k, n, o, e, e, n, j, l, c, r, n, p, e, p, o, p, m, p, j, d, f, q, c, g, h, b, b, m, s, o, g, p, a, c, o)
Regla(p, k, q, i, a, d, q, e, h, o, o, c, j, l, g, k, d, a, j, r, r, c, r, g, p, g, i, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, n, k, d, g, o, j, o, l, k, h, a, h, n, g, q, o, g, k, b, i, o, j, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, b, c, m, l, m, c, n, q, q, o, s, b, h, e, m, g, f, f, s, g, g, n, c, g, p, t, q, j, c, l, k, i, r, o, j, m, k, q, b, o, b, a, m, a, f, e, h, o, s, e, j, k, o, t, l, f, s, c, k, g, g, a, m, o, p, g, g, o, d, n, h, m, h, b, k, b, f, h, k, c, h, h, q, r, c, l, g, q, f, c, l, f, n, j, q, g, m, l, t, b, d, s, p, f, r, c, f, c, r, u, f, j, b, c, c, q, d, d, c, g, j, s, f, f, h, k, b, c, b, f, a, d, o, h, l, n, k, i, m, g, r, l, f, f, o, p, n, q, f, k, q, b, a, p, p, n, j, g, m, q, q, k, e, o, a, c, q, l, g, m, m, j, f, o, a, s, j, n, m, h, h, s, a, k, f, o, e, e, n, j, l, c, r, n, p, e, p, o, p, m, p, j, d, f, q, c, g, h, b, b, m, s, o, g, p, a, c, o)
Regla(p, k, f, i, a, d, q, e, h, o, o, c, j, l, g, k, d, a, j, r, r, c, r, g, p, g, i, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, n, k, d, g, o, j, o, l, k, h, a, h, n, g, q, o, g, k, b, i, o, j, j, n, b, p, p, n, j, f, b, d, j, k, f, g, i, b, c, m, l, m, c, n, q, q, o, s, b, h, e, m, g, f, f, s, g, g, n, c, g, p, t, q, j, c, l, d, i, r, o, j, m, d, q, b, o, b, a, m, a, f, e, h, o, s, e, j, k, p, j, l, f, s, c, k, g, g, a, m, o, p, g, g, o, d, p, h, m, h, b, k, b, f, h, d, c, h, h, q, r, c, l, g, q, f, c, l, f, n, j, q, g, m, l, t, b, d, s, p, f, r, c, f, c, r, u, f, j, b, c, c, q, d, d, c, g, j, s, f, f, h, k, b, c, b, f, q, d, o, h, l, n, k, i, m, g, r, l, f, f, o, p, n, q, f, k, q, b, a, p, p, n, j, g, m, q, q, k, e, o, a, c, q, l, g, m, m, j, f, o, a, s, j, n, m, h, h, s, a, k, f, o, e, e, n, j, l, c, r, n, p, e, p, o, p, m, p, j, d, f, q, c, g, h, b, b, m, s, o, g, p, a, c, o)
Regla(p, k, f, i, a, d, q, e, h, o, o, c, j, l, g, k, d, a, j, r, r, c, r, g, l, g, i, r, p, d, g, h, q, i, a, o, p, m, m, f, o, r, f, f, k, a, k, d, g, o, j, o, l, k, h, a, h, l, g, q, o, g, k, b, i, o, j, j, n, b, p, p, n, j, f, b, d, j, j, f, g, q, b, c, k, l, m, c, n, q, j, o, s, b, h, e, m, g, f, f, s, g, g, n, c, g, k, t, q, j, c, l, d, i, r, o, j, m, d, q, b, o, b, a, m, a, f, e, h, o, s, e, j, k, p, j, l, f, s, c, k, g, g, a, m, o, p, g, g, o, d, p, h, m, h, b, k, b, f, h, d, c, h, h, q, r, c, l, g, q, f, c, l, f, n, j, q, g, m, l, t, b, d, s, p, f, r, c, f, c, r, u, f, j, b, c, c, q, d, d, c, o, j, s, f, f, h, k, b, c, b, f, q, d, o, h, l, n, k, i, m, g, r, l, f, f, o, p, a, a, f, k, q, b, a, p, p, n, j, g, m, q, q, k, m, o, a, c, q, n, g, m, m, j, f, o, a, m, j, n, m, h, h, s, a, k, f, o, e, e, n, j, l, c, r, n, p, e, p, o, p, m, p, j, d, f, q, c, g, h, b, b, m, s, o, g, p, a, c, o)
Regla(p, k, f, i, a, d, q, e, h, o, o, c, j, l, g, k, d, a, j, r, r, c, r, g, l, g, i, r, p, d, g, h, b, i, a, o, p, m, m, f, o, r, f, f, k, a, k, d, g, o, j, o, l, k, h, a, h, l, g, q, o, g, k, b, i, o, j, j, n, b, p, p, n, j, f, b, d, j, j, f, g, q, b, c, k, l, m, c, n, q, j, o, s, b, h, e, m, o, f, f, s, g, g, n, c, g, k, l, q, j, c, l, d, i, r, o, j, m, d, q, b, o, b, a, m, a, f, e, h, o, s, e, j, k, p, j, l, f, r, c, k, g, g, a, m, o, p, g, g, o, d, p, r, m, h, b, k, b, f, h, d, c, h, h, q, r, c, l, g, q, f, c, l, f, n, j, q, g, m, l, t, b, d, s, p, f, r, c, f, c, r, u, f, j, b, c, c, q, d, d, c, o, j, s, f, f, h, k, b, c, b, f, q, d, o, h, l, n, k, i, m, g, r, l, f, f, o, p, a, a, f, k, q, b, a, p, p, n, j, g, m, q, q, k, m, o, a, c, e, n, g, m, m, j, f, o, a, m, j, n, m, h, h, s, o, k, f, o, e, e, n, j, l, c, r, n, p, e, p, o, g, m, p, j, d, f, q, c, g, c, b, b, m, s, o, g, p, a, c, o)
Regla(m, k, f, i, a, d, q, e, h, o, o, c, j, l, g, k, d, a, j, r, r, c, r, g, l, g, i, r, p, c, g, h, b, i, a, o, p, m, m, f, o, r, f, f, k, m, k, d, g, o, j, o, l, k, h, a, h, l, g, q, o, g, k, c, i, o, j, j, n, b, p, p, n, j, f, b, l, j, j, f, g, q, b, c, k, l, m, c, n, q, j, b, s, b, h, e, m, o, f, f, s, g, g, n, c, g, k, l, q, j, c, l, d, i, r, o, j, m, d, q, b, o, b, a, m, a, f, e, h, o, s, e, j, k, p, j, l, f, r, c, k, g, g, a, m, o, p, g, g, o, d, p, r, m, h, b, k, b, f, h, d, c, h, h, q, r, c, l, g, q, f, c, l, f, n, j, q, g, m, l, t, b, d, s, p, f, r, s, f, c, r, u, f, j, b, c, c, g, d, d, c, o, j, s, f, f, h, k, b, c, b, t, q, d, o, h, l, n, k, i, m, g, r, a, b, f, o, p, a, a, l, k, q, b, a, p, p, n, j, g, m, q, q, k, m, o, a, c, e, n, g, m, m, j, f, o, a, m, j, n, m, h, h, s, o, k, f, o, e, e, n, j, l, c, r, n, p, m, p, o, g, m, p, j, d, f, q, c, g, c, b, b, m, s, o, g, p, a, c, o)
Regla(m, k, f, i, a, d, q, e, h, o, o, c, j, l, g, k, d, a, j, r, r, c, p, g, l, g, i, r, p, c, g, h, b, i, a, o, p, m, m, f, o, r, f, f, k, m, k, d, g, o, j, o, l, k, h, a, h, l, g, q, o, g, i, c, i, d, j, j, n, b, p, p, n, j, f, b, l, j, j, f, g, q, b, c, k, l, r, c, n, q, j, b, s, b, h, e, m, o, f, f, s, g, g, n, c, g, k, c, q, j, c, l, d, i, r, o, n, m, d, q, b, o, b, a, m, a, f, e, h, o, s, e, j, k, p, j, l, f, r, c, k, g, g, a, m, o, p, g, g, n, d, p, r, m, h, b, k, b, f, g, d, c, h, h, h, r, c, l, g, q, f, c, l, f, n, j, q, g, m, l, t, b, d, s, p, f, r, f, f, c, o, u, f, j, b, c, c, g, d, d, c, o, j, f, f, f, h, k, b, c, b, t, q, d, o, h, l, n, k, i, m, g, r, a, b, f, a, o, a, a, l, k, q, b, a, p, p, n, j, g, m, q, q, k, m, o, a, c, e, n, g, m, m, j, f, i, a, m, j, n, m, h, h, s, o, k, f, o, e, e, n, j, l, c, r, n, p, m, p, o, g, m, p, j, d, f, q, c, g, c, b, b, m, s, o, g, p, a, c, o)
Regla(m, k, f, i, a, d, q, e, h, o, o, c, j, l, g, k, d, a, j, r, r, c, p, g, l, g, i, r, p, c, g, h, b, i, a, o, p, m, m, f, o, r, f, f, k, m, k, d, g, o, j, o, l, k, h, a, h, l, g, q, h, g, i, c, i, d, j, j, n, b, p, p, n, j, f, b, l, j, j, f, g, q, b, c, k, l, r, c, n, q, j, b, s, b, h, e, m, o, f, f, s, g, g, n, c, g, k, c, q, j, c, l, d, i, r, o, n, m, d, q, b, o, b, a, m, a, f, o, h, o, s, c, j, k, p, j, l, f, r, c, k, g, g, a, m, o, p, g, g, n, d, p, r, m, h, b, k, b, f, g, d, c, h, h, h, r, c, l, g, q, f, c, l, f, n, j, q, g, m, l, t, b, d, s, g, f, r, f, f, c, o, u, f, k, a, c, c, g, d, d, c, o, j, f, f, f, h, k, b, c, b, t, q, d, o, i, l, n, k, i, m, g, f, a, b, f, a, o, a, a, l, k, q, b, a, p, p, n, j, g, m, q, q, k, m, o, a, c, e, n, g, m, m, j, f, i, a, m, j, n, m, h, h, s, o, q, f, o, e, e, n, j, l, c, r, n, p, m, p, o, g, m, p, j, d, f, q, c, g, c, b, b, m, s, o, g, p, a, c, o)
Regla(m, k, f, i, a, d, q, e, h, o, o, c, f, l, g, k, d, a, j, r, r, c, p, g, l, g, i, r, p, c, g, h, b, i, a, o, p, m, m, f, o, r, f, f, g, m, k, d, g, o, j, o, l, k, h, j, h, l, g, q, h, g, i, c, i, d, j, j, n, m, p, p, n, j, f, b, l, j, j, d, g, q, b, c, k, l, r, c, n, q, j, b, s, b, h, e, m, o, f, f, s, g, g, n, c, g, k, c, q, j, c, l, d, i, r, o, n, m, d, q, b, o, b, a, m, a, f, o, h, o, s, c, j, k, p, j, l, f, r, c, k, g, g, a, m, o, p, g, g, n, d, p, r, m, h, b, k, r, f, g, d, c, h, h, h, r, c, l, g, q, f, c, l, f, n, q, q, g, m, l, t, b, d, s, g, f, r, f, f, c, o, u, f, k, a, c, c, g, d, d, c, o, j, h, f, f, h, k, b, c, b, n, q, d, o, i, l, n, e, i, m, g, f, a, b, f, a, o, a, a, l, k, q, b, a, p, p, n, j, g, m, q, q, k, m, j, a, c, e, n, g, m, m, j, r, i, a, m, j, n, m, h, h, s, o, q, f, o, e, e, n, b, l, c, r, n, p, m, p, o, g, m, p, j, d, f, q, c, g, c, b, b, m, p, o, g, p, a, c, o)
Regla(m, k, f, i, a, b, q, e, h, o, o, c, f, l, g, k, d, a, j, r, r, c, p, g, l, g, i, r, p, c, g, h, b, i, a, o, p, m, m, f, o, r, f, f, g, m, k, d, g, o, j, o, l, k, h, j, h, l, g, i, h, g, i, c, i, d, j, j, n, m, p, p, n, j, f, b, l, j, j, d, i, q, b, c, k, l, r, c, n, q, j, b, s, b, h, e, m, o, f, f, s, g, g, n, c, g, k, c, q, j, c, l, q, i, r, o, n, m, d, q, b, o, b, a, m, a, f, o, h, o, s, c, j, k, p, j, l, f, r, c, k, g, g, a, m, o, p, g, g, n, i, p, r, m, h, b, k, r, c, g, d, c, h, h, h, r, c, l, g, q, f, c, l, f, n, q, q, g, m, l, t, b, m, s, g, f, r, f, f, c, o, u, f, k, a, c, c, g, d, d, c, o, j, h, f, f, h, k, h, c, b, n, q, d, o, i, l, n, e, i, k, g, f, a, b, f, a, o, a, a, l, k, q, b, a, p, p, n, j, g, m, q, q, k, m, j, a, c, e, n, g, m, m, j, r, i, a, m, j, n, m, h, h, s, o, q, f, o, e, e, n, b, l, c, r, n, p, m, p, o, g, m, p, j, d, f, q, c, m, c, b, b, m, p, o, g, p, a, c, o)
Regla(m, k, f, i, a, b, q, e, h, o, o, c, f, l, g, k, d, a, j, r, r, c, p, g, l, g, i, r, p, c, g, h, b, i, a, o, p, m, m, f, o, r, f, f, g, m, k, d, c, o, j, o, l, k, h, j, h, l, g, i, h, g, i, c, g, d, j, j, n, m, j, p, n, j, f, b, l, j, j, d, i, q, b, c, k, l, r, c, n, q, j, b, s, b, h, e, b, o, f, f, s, g, g, n, c, g, k, c, q, h, c, l, q, i, r, o, n, m, d, q, b, o, b, a, m, a, f, o, h, o, s, c, j, k, p, j, l, f, r, c, k, g, g, a, m, o, p, g, g, n, i, p, r, m, h, b, k, r, c, g, d, c, h, h, h, r, i, l, g, q, f, c, l, f, n, q, q, g, m, l, t, b, m, s, g, f, r, f, f, c, o, u, f, k, a, c, c, g, d, d, o, o, j, h, f, f, h, k, h, c, b, n, q, d, o, i, l, n, e, i, k, g, f, a, b, f, a, o, a, a, l, k, q, b, a, p, p, n, j, g, m, q, q, k, m, j, a, c, e, n, g, m, m, j, r, i, a, m, j, n, m, k, h, c, o, q, f, o, e, e, n, b, l, c, r, n, p, m, p, o, k, m, p, j, d, f, q, c, m, c, b, b, m, p, o, g, p, a, j, o)
Regla(m, k, f, i, a, b, q, j, h, o, i, c, f, l, g, k, d, a, j, r, i, c, p, g, l, g, i, r, p, c, g, h, b, i, a, o, p, m, m, f, o, r, f, f, g, m, k, d, p, o, j, o, l, k, h, j, h, l, g, i, h, g, i, c, g, d, j, j, n, m, j, p, n, n, f, b, l, j, j, d, i, q, b, c, k, l, r, c, n, q, j, b, s, b, h, e, b, o, f, f, s, g, g, n, c, g, k, c, q, h, c, l, q, i, r, o, n, m, d, q, b, o, b, a, m, a, f, o, h, o, s, c, j, k, p, j, l, f, r, c, k, g, g, n, m, o, p, g, g, n, i, p, r, m, h, b, k, r, c, g, d, c, h, h, h, r, i, l, g, q, f, c, l, f, n, q, q, g, m, l, t, b, m, s, g, f, r, f, f, c, o, u, f, k, a, c, c, g, d, d, o, o, j, h, p, f, h, k, h, c, b, n, q, d, o, i, l, a, e, i, k, g, f, a, b, f, a, o, a, a, l, k, q, b, a, p, p, n, j, g, m, q, q, k, m, j, a, c, e, n, g, m, m, j, r, i, a, m, j, o, m, k, h, c, o, q, f, o, e, e, n, b, l, a, r, n, p, m, p, o, k, m, p, j, d, f, a, c, m, c, b, b, m, p, o, g, p, a, j, o)
